Title,Link,Citations,Year
Activism and research on TNCs and human rights: building a new international normative regime,N/A,31,2003
Migrating and Dying: Capitalist Agriculture and Peasant Workers in Northwestern Mexico,N/A,0,2012
Explaining dynamic strategies for defending company legitimacy: The changing outcomes of anti-sweatshop campaigns in France and Switzerland,N/A,31,2018
Child labor in agriculture: Characteristics and legality of work,N/A,4,NA
Reconstructing Chinatown: ethnic enclaves and global change,N/A,573,1998
A Practitioner's Guide to Joint Employer Liability Under the FLSA,https://hbtlj.org/wp-content/uploads/2021/10/Burch.pdf,24,2002
Responsible Manufacturing with Information Disclosure Under Regulatory Inspections,https://inria.hal.science/hal-03806529/file/520761_1_En_19_Chapter.pdf,0,2021
Temporary economic migration and rights activism: an organizational perspective,https://www.ssoar.info/ssoar/bitstream/handle/document/25404/ssoar-ers-2010-1-piper-temporary_economic_migration_and_rights.pdf?sequence=1&isAllowed=y&lnkname=ssoar-ers-2010-1-piper-temporary_economic_migration_and_rights.pdf,83,2013
Promotionalism and subpolitics: Nike and its labor critics,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c3dd6f0949803361e6142894e74c8b6ed0d29695,176,2002
Agriculture: Which Path,N/A,2,1965
Child labor in agriculture: Changes needed to better protect health and educational opportunities,N/A,2,1998
Can We Define a Global Living Wage? The Example of Mexico,N/A,3,NA
"Modern Slavery Survivor Pathways: A Critique of UK Policy, Legislation and Practice [Online]. Leeds Beckett University",https://figshare.leedsbeckett.ac.uk/ndownloader/files/35957633/1,0,2022
"Consumers of the world unite!: Campaigns against sweating, past and present",N/A,20,2013
"Fertility, schooling, and the economic contribution of children of rural India: An econometric analysis",https://www.econstor.eu/bitstream/10419/160167/1/cdp239.pdf,768,1977
ERGONOMIC EVALUATION OF THE WORK STATIONS IN A GARMENT MANUFACTURING INDUSTRY-AN EXPLORATORY STUDY,https://www.researchgate.net/profile/Rajeswararao-Kvs/publication/285471183_ERGONOMIC_EVALUATION_OF_THE_WORK_STATIONS_IN_A_GARMENT_MANUFACTURING_INDUSTRY-AN_EXPLORATORY_STUDY/links/565e7ecf08aefe619b27226f/ERGONOMIC-EVALUATION-OF-THE-WORK-STATIONS-IN-A-GARMENT-MANUFACTURING-INDUSTRY-AN-EXPLORATORY-STUDY.pdf,0,NA
A broader role for the Commonwealth in eradicating foreign sweatshops?,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=815265,24,2004
Child labor in agriculture,N/A,0,2007
Checking on Sweatshops,N/A,2,2007
Tobacco in the periphery. A case study of Cuban labour history 1860-1958.,N/A,151,1985
Manufacturing growth and the lives of Bangladeshi women,https://www.nber.org/system/files/working_papers/w20383/w20383.pdf,517,2015
Los Angeles Apparel: Locally Made in a Global Market,N/A,3,2021
"ORGANIZATION OF CONVICTS'LABOR BASED ON THE"" HONOR SYSTEM"" AT THE ROAD CONSTRUCTION IN WASHINGTON STATE (1913-1916).",N/A,3,2016
California hired farm labor and law: Basic information on child labor and agriculture [101000; 103000; 050500].,N/A,0,1979
FROM LEAN MANUFACTURING TO SMART FACTORY: COMMUNICATION IN WORK ORGANIZATION PROCESSES IN CONTEMPORARY CAPITALISM,N/A,0,NA
Of Sweatshops and Cyclones: Cultural Memory and Postcolonial Ecology in Lindsey Collen's There Is a Tide,N/A,5,2010
"Time to scale up cooperation? Trade unions, NGOs, and the international anti‐sweatshop movement",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2545225,76,2004
An American Sweatshop,N/A,6,NA
"Sweating the swoosh: Nike, the globalization of sneakers, and the question on sweatshop labor",N/A,17,2001
Population Planning and Labor in Pakistan,https://www.researchgate.net/profile/Khalid-Abbas-6/publication/333688309_Inland_Fisheries_and_Aquaculture_in_Pakistan/links/5de7758e4585159aa45fa716/Inland-Fisheries-and-Aquaculture-in-Pakistan.pdf#page=656,2,2018
Pursuing an End to Foreign Child Labor Through US Trade Law: WTO Challenges and Doctrinal Solutions,N/A,23,2002
Balancing sweatshop ethics and economics,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=200329,6,1999
"Don't hate the player, hate the game: The racialization of labor in World of Warcraft",https://lisanakamura.net/wp-content/uploads/2012/03/donthatetheplayer.pdf,462,2009
"Human trafficking in Thailand: Current issues, trends, and the role of the Thai government",N/A,34,2013
"Social Ethics, Animal Rights, and Agriculture",N/A,1,2017
"'I WANT TO FOLLOW KWAKU': THE CONSTRUCTION OF SELF AND HOME BY UNFREE CHILDREN IN THE GOLD COAST, c. 1941",N/A,1,2015
An indepth study on the situation of child labor in agriculture,N/A,2,NA
Changing Forms of Labor Exploitation in the Traditional Agriculture System,N/A,2,NA
ON THE HISTORY OF THE MOVEMENT OF TOMSK OBLAST STUDENT CONSTRUCTION TEAMS IN THE 1960S,N/A,0,2018
Developing an agriculture employer-based position paper on youth employment,N/A,0,2014
Race and the Construction of the Dispensable Other,N/A,0,2008
"Selection, agriculture, and cross-country productivity differences",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1989679,651,2013
"A nation of sweatshop keepers: If low-cost manufacturing continues to be the basis of UK competitiveness, living standards will fall",N/A,0,1997
Analysing the consumer behavior regarding sustainable fashion using theory of planned behavior,N/A,73,2019
21 Advocates Should Use Applicable International Standards to Address Violations of Undocumented Migrant Workers' Rights in the United States,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1149869,35,2006
Lost in Translation: Sustainability down the Construction Supply Chain,https://www.iso20400.org/wp-content/uploads/formidable/16/Article-ISO20400-publication-version-8.1.20.pdf,2,2020
"Enacting the global economy in Sao Paulo, Brazil: The impact of labor market restructuring on low-income women.",N/A,15,2003
Looking for globality in Los Angeles,N/A,19,2018
"… support, and work–family conflict among M exican workers in a multinational company: A case study of a K orean‐owned, US‐branded former “sweatshop” in M exico",https://onlinelibrary.wiley.com/doi/pdf/10.1111/ijsw.12065,19,2014
"Embedding"" political consumerism"": A conceptual critique",https://cadmus.eui.eu/bitstream/handle/1814/27318/MWP_2013_08.pdf?sequence=1&isAllowed=y,17,2013
CONSTRUCTION OF LEGAL PROTECTION AGAINST CHILDREN VICTIMS OF PSYCHICAL VIOLENCE IN THE HOUSE,https://www.ejournalugj.com/index.php/HERMENEUTIKA/article/download/9276/4099,0,2024
Environmental and technological degradation in peasant agriculture: A consequence of development in Mexico,https://www.academia.edu/download/39592176/Environmental_and_technological_degradat20151101-11135-j8wrcg.pdf,165,1990
"The city as showpiece: Arctic camp, Arctic city: the Gulag and the construction of Vorkuta 1",N/A,1,2018
Parting the desert: the creation of the Suez Canal,N/A,162,2004
Manufacturing in Ethiopia: Decathlon's partnership model,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3724583,1,2020
CAPACITY BUILDING: LEARNING FROM CORPORATE SUCCESSES OUTSIDE CONSTRUCTION,https://www.researchgate.net/profile/Alan-Mossman/publication/362481928_Capacity_Building_Learning_From_Corporate_Successes_Outside_Construction/links/62ec023945322476937ccef1/Capacity-Building-Learning-From-Corporate-Successes-Outside-Construction.pdf,2,NA
"THE ROLE OF MANUFACTURING ENTERPRISES IN ENVIRONMENTAL POLLUTION, EXISTS PROBLEMS AND THEIR SOLUTION",N/A,0,2023
"Agriculture, a most Effective Means to Aid Jewish Poor",https://www.policyarchive.org/download/16572,2,1902
Representations of Children's Contributions to Regenerative Agriculture in Picturebooks,N/A,0,2021
Working Construction: Why White Working‐Class Men Put Themselves—and the Labor Movement—in Harm's Way,N/A,0,2008
Towards sustainable success: A framework for assessing performance of sustainable manufacturing adoption in Indian textile industry,https://www.sciencedirect.com/science/article/pii/S2666188824000662,2,2024
Child labor in agriculture. ERIC Digest (February),N/A,2,NA
Improving health and safety conditions in agriculture through professional training of Florida farm labor supervisors: preliminary findings of a program evaluation,N/A,0,2014
Homeworking: home office or home sweatshop?,https://tspace.library.utoronto.ca/bitstream/1807/2720/2/06homeworkers.pdf,7,1999
"Child-labor requirements of the Fair Labor Standards Act [Legislation, USA].",N/A,0,1976
"Land Tenure: Proceedings of the International Conference on Land Tenure and Related Problems in World Agriculture Held at Madison, Wisconsin, 1951",N/A,0,1956
Retailing is more than shopkeeping: manufacturing interlinkages and technological change in the Australian clothing industry,https://core.ac.uk/download/pdf/156717634.pdf,8,1990
"The internet and grassroots politics: Nike, the athletic apparel industry and the anti-sweatshop campaign",https://digitalcommons.chapman.edu/cgi/viewcontent.cgi?article=1008&context=sociology_articles,27,2001
Child Labor Laws for Agriculture,N/A,0,1996
"COMING OUT, COMING HOME: DIASPORIC CONSTRUCTION OF HOME AND NATION IN SHYAM SELVADURAI'S FUNNY BOY",N/A,0,2004
WORK SITE MANAGEMENT PLAN IN CONSTRUCTION PROJECTS,https://www.academia.edu/download/105368365/WORK_SITE_MANAGEMENT_PLAN_IN_CONSTRUCTION_PROJECTS.pdf,0,NA
Political economy of urban poverty in the 21st century: How progress and public policy generate rising poverty,N/A,14,1996
"Intellectuals, the Soviet Regime, and the Gulag: The Construction and Deconstruction of an Ideal",N/A,2,2006
Work in agriculture in the international scientific literature (2010-2019).,N/A,0,2022
Summary of the 19th Symposium on Agriculture and Agricultural Community Improvement in Central and South America,https://www.jstage.jst.go.jp/article/jierp1996/1998/34/1998_34_93/_pdf,0,1998
"adaptation, 32, 163, 225, See also pragmatism, calculated agriculture. See also collectivization; decollectivization New Agrarian Order, 118–130, 135",N/A,0,NA
"Immigrant Farmworkers In Northeast Agriculture: Life, Labor Condition, and Organizing for Change",N/A,0,2018
The electronic monitoring of workers: Privacy in the age of the electronic sweatshop,N/A,9,1995
Participatory Agriculture and Climate Transformation Programme-Environmental Social and Climate Management,N/A,0,2022
The role of anti-human trafficking community partnerships in the identification of and response to human trafficking victims in the United States,https://aura.american.edu/articles/thesis/The_role_of_anti_-human_trafficking_community_partnerships_in_the_identification_of_and_response_to_human_trafficking_victims_in_the_United_States/23869296/1/files/41865585.pdf,8,2007
All call centres are not “electronic sweatshops”!,https://www.academia.edu/download/39774318/All_call_centres_are_not_electronic_swea20151107-5999-ajv39t.pdf,24,2007
Fertile Lands: Fertility and Agriculture in an 8 Billion World: An empirical study on how agricultural output affects fertility rates in Sub-Saharan Africa,https://www.diva-portal.org/smash/get/diva2:1736216/FULLTEXT01.pdf,0,2023
Hazards at work: Child labor in agriculture,N/A,2,NA
THE HIGH COSTS OF CHEAP FASHION: Graduate student studies the market for ethical clothing,N/A,2,2017
Agriculture and the WTO: Towards A New Theory of International Agricultural Trade Regulation. By Fiona Smith,N/A,1,2009
Understanding Culture Within the Construction Industry through Lifelong Learning (SLO 24),https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1500&context=cmsp,0,2020
An empirical test of the triple bottom line of customer-centric sustainability: The case of fast fashion,https://link.springer.com/content/pdf/10.1186/s40691-016-0077-6.pdf,128,2016
Rethinking care through social reproduction: Articulating circuits of migration,N/A,310,2012
Scott Nearing and the Narrative Construction of the American Homestead as Retreat,N/A,0,NA
Admitting privileges: A construction ecology perspective on the unintended consequences of medical school admissions,https://link.springer.com/content/pdf/10.1007/s10459-023-10210-5.pdf,5,2023
"David Moon, The American Steppes: The Unexpected Russian Roots of Great Plains Agriculture, 1870s-1930s",https://pubs.lib.uiowa.edu/annals-of-iowa/article/id/31483/download/pdf/,0,2021
"Social, occupational, and spatial exposures and mental health disparities of working-class Latinas in the US",https://prolepsis.org/wp-content/uploads/2016/06/Hsieh-ETAL-MentalHealth-HotelHousekeepers.pdf,34,2016
"Naomi Klein, No logo: taking aim at the brand bullies",N/A,6,2014
"Piece by Piece: Garment Workers, Livable Wages, and Econonomic Development in Los Angeles County",N/A,4,2001
Childhood and work flexibility in Mexican export agriculture,N/A,0,2008
Wearing your ethics: investigating consumer purchase intention of ethically produced fashion products,https://scholarcommons.sc.edu/cgi/viewcontent.cgi?article=5362&context=etd,12,2017
Minimum Wage Implementation and Management in a Post-Recession Economy: The Nigeran Experience,N/A,4,NA
The necessity of the foreign investments in Romanian agriculture.,N/A,0,2007
9. Envisioning Justice: The Politics and Possibilities of Transnational Feminist Film,N/A,0,2010
Environmentalists help manage corporate reputation: changing perceptions not behaviour,https://ro.uow.edu.au/cgi/viewcontent.cgi?article=1036&context=artspapers,73,2002
THE NECESITY OF THE FOREIGN INVESTMENTS IN ROMANIAN AGRICULTURE,N/A,0,NA
Willful ignorance in the request for product attribute information,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1340199,408,2005
Labor and employment in the agriculture of the south region in the 2004-2014.,N/A,0,2017
"Child labor, child schooling, and their interaction with adult labor: Empirical evidence for Peru and Pakistan",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3c7d4a1da2e3169d2c07720c8e897e6d0b14d8cc,516,2000
Blockchain in agriculture by using decentralized peer to peer networks,N/A,23,2020
The Children of Today's Sweatshops.,N/A,9,1990
The world city hypothesis,http://ereserve.library.utah.edu/Annual/GEOG/5520/Wei/world.pdf,5519,1986
Guest Editorial: Corporate social responsibility in food and agriculture,https://www.researchgate.net/profile/Adam-Lindgreen/publication/278219779_Corporate_social_responsibility_in_food_and_agriculture/links/55bf155808ae9289a099e0a1/Corporate-social-responsibility-in-food-and-agriculture,0,NA
